序号,交易对,卖量暴涨倍数,当日买量倍数,当日卖量倍数,买卖量比值,信号时未平仓量,建仓时未平仓量,未平仓量比率,买量加速度,信号时间,信号价,建仓日期,建仓具体时间,建仓5分钟时刻,建仓时多空比,建仓价,建仓涨幅%,平仓日期,平仓具体时间,平仓价,持仓小时数,盈亏百分比,建仓手续费,补仓手续费,平仓手续费,交易手续费合计,资金费,资金费次数,平均费率%,盈亏金额,扣交易费后,最终净盈亏,真实盈亏金额,余额,连续爆,2小时判断,12小时判断,平仓原因,基差%,杠杆倍数,仓位金额,是否有补仓,补仓价格,补仓后平均价,2h收盘价,2h涨幅%,2h最大跌幅%,12h收盘价,12h涨幅%,12h最大跌幅%,24h收盘价,24小时涨幅%,24h最大跌幅%,72h最大跌幅%,最大跌幅%,2小时最大涨幅%,24小时最大涨幅%,止盈阈值%,建仓时账户多空比,信号时账户多空比,多空比变化率,当前5m时间,当前5m收盘价,当前浮盈金额,当前浮盈百分比
592,SXTUSDT,48.1,26.5,25.3,1.047,"$1,411,301","$2,089,368",0.675,0.0000,2026-02-23 21:00,0.023450,2026-02-23,2026-02-23 22:00:00,2026-02-23 22:00:00,1.40,0.023660,0.90%,2026-02-26,2026-02-26 00:00:00,0.022450,50.0,5.11%,0.9302,,0.8826,1.8128,0.0000,,,237.86,236.04,236.04,236.04,37995.58,是,中（推断20%）,未知,btc_yesterday_yang_flatten_open,-1.3632%,3.0,1550.33,否,,,0.023000,-2.79%,6.17%,0.023560,-0.42%,6.17%,0.022450,-5.11%,6.51%,14.75%,6.17%,0.72%,,,1.4010,1.8769,0.7464,,,,
593,EDUUSDT,45.8,75.3,41.7,1.804,"$3,637,915","$3,567,077",1.020,0.0000,2026-02-25 04:00,0.109100,2026-02-25,2026-02-25 05:00:00,2026-02-25 05:00:00,0.84,0.107600,-1.37%,2026-02-26,2026-02-26 00:00:00,0.117400,19.0,-9.11%,0.8837,,0.9642,1.8479,0.0000,,,-402.42,-404.27,-404.27,-404.27,37591.30,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,1472.82,否,,,0.110100,2.32%,0.56%,0.119300,10.87%,0.56%,0.114500,,0.56%,1.49%,0.56%,3.44%,,,0.8382,0.9194,0.9117,,,,
594,STBLUSDT,39.9,17.8,17.8,0.999,"$1,519,103","$1,799,902",0.844,0.0000,2026-02-25 18:00,0.038550,2026-02-25,2026-02-25 19:00:00,2026-02-25 19:00:00,1.35,0.038220,-0.86%,2026-02-26,2026-02-26 00:00:00,0.038140,5.0,0.21%,0.8395,,0.8377,1.6773,0.0000,,,8.79,7.11,7.11,7.11,37598.41,否,中（改成20%）,中（保持20%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,1399.18,否,,,0.038840,1.62%,0.73%,0.039670,3.79%,1.39%,0.040820,,1.39%,1.39%,1.39%,2.20%,,,1.3469,1.5954,0.8442,,,,
595,XAGUSDT,37.7,11.2,12.2,0.920,"$167,037,877","$175,846,984",0.950,0.0000,2026-02-22 23:00,86.850000,2026-02-23,2026-02-23 00:00:00,2026-02-23 00:00:00,2.18,86.660000,-0.22%,2026-02-26,2026-02-26 00:00:00,87.500000,72.0,-0.97%,0.7975,,0.8053,1.6028,0.0000,,,-38.65,-40.26,-40.26,-40.26,37558.16,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.0530%,3.0,1329.22,否,,,86.810000,0.17%,0.90%,86.470000,-0.22%,1.79%,88.020000,1.57%,1.79%,2.13%,1.79%,1.15%,,,2.1766,2.1746,1.0009,,,,
596,FLUIDUSDT,35.7,52.2,99.5,0.524,"$1,296,250","$1,318,965",0.983,0.0000,2026-02-25 00:00,1.957000,2026-02-25,2026-02-25 01:00:00,2026-02-25 01:00:00,1.03,1.960000,0.15%,2026-02-26,2026-02-26 00:00:00,2.142000,23.0,-9.29%,0.7577,,0.8280,1.5857,0.0000,,,-351.77,-353.35,-353.35,-353.35,37204.80,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.0640%,3.0,1262.76,否,,,2.014000,2.76%,0.31%,2.059000,5.05%,0.31%,2.143000,,0.31%,0.31%,0.31%,3.72%,,,1.0325,1.0450,0.9880,,,,
597,RAVEUSDT,31.8,63.0,55.4,1.137,"$19,012,078","$9,282,379",2.048,0.0000,2026-02-23 08:00,0.296790,2026-02-23,2026-02-23 09:00:00,2026-02-23 09:00:00,1.46,0.310850,4.74%,2026-02-26,2026-02-26 00:00:00,0.289200,63.0,6.96%,0.7198,,0.6696,1.3894,0.0000,,,250.65,249.26,249.26,249.26,37454.07,是,强（保持30%）,强（30%）,btc_yesterday_yang_flatten_open,-0.6452%,3.0,1199.62,否,,,0.286530,-7.82%,12.69%,0.296790,-4.52%,12.69%,0.314320,1.12%,14.70%,25.36%,12.69%,0.97%,,,1.4588,0.4503,3.2396,,,,
598,SANTOSUSDT,29.2,36.0,43.1,0.836,"$2,331,257","$2,140,890",1.089,0.0000,2026-02-23 01:00,1.763000,2026-02-23,2026-02-23 02:00:00,2026-02-23 02:00:00,1.59,1.704000,-3.35%,2026-02-26,2026-02-26 02:00:00,1.505000,72.0,11.68%,1.1236,,0.9924,2.1160,0.0000,,,656.11,653.99,653.99,653.99,38108.06,是,中（改成20%）,弱（12%）,max_hold_time,0.0000%,3.0,1872.70,否,,,1.725000,1.23%,1.29%,1.699000,-0.29%,2.35%,1.653000,-2.99%,7.45%,14.44%,14.44%,3.58%,,,1.5880,1.3787,1.1518,,,,
599,SAHARAUSDT,27.8,80.0,43.5,1.840,"$2,589,005","$2,618,847",0.989,0.0000,2026-02-25 00:00,0.015360,2026-02-25,2026-02-25 01:00:00,2026-02-25 01:00:00,1.22,0.015220,-0.91%,2026-02-27,2026-02-27 07:00:00,0.017960,54.0,-18.00%,1.0674,,1.2596,2.3270,0.0000,,,-960.70,-963.02,-963.02,-963.02,37145.03,否,中（改成20%）,弱（12%）,stop_loss,-0.1702%,3.0,1779.07,否,,,0.015490,1.77%,0.99%,0.015390,1.12%,1.12%,0.015420,1.05%,1.12%,5.85%,5.85%,5.65%,,,1.2217,1.3121,0.9311,,,,
600,ARUSDT,27.7,8.2,8.1,1.011,"$3,570,452","$3,849,777",0.927,0.0000,2026-02-25 11:00,1.697000,2026-02-25,2026-02-25 12:00:00,2026-02-25 12:00:00,1.59,1.624000,-4.30%,2026-02-25,2026-02-25 16:00:00,1.916320,4.0,-18.00%,1.0141,,1.1966,2.2107,0.0000,,,-912.66,-914.87,-914.87,-914.87,36230.16,是,中（改成20%）,中（保持20%）,stop_loss,0.0000%,3.0,1690.11,否,,,1.743000,7.33%,5.91%,1.788000,10.10%,5.91%,1.713000,,5.91%,8.50%,5.91%,10.65%,,,1.5873,1.5602,1.0174,,,,
601,GRASSUSDT,27.6,9.4,11.3,0.825,"$2,177,607","$2,201,002",0.989,0.0000,2026-02-23 01:00,0.167200,2026-02-23,2026-02-23 02:00:00,2026-02-23 02:00:00,1.70,0.167500,0.18%,2026-02-25,2026-02-25 01:00:00,0.197650,47.0,-18.00%,0.9866,,1.1642,2.1508,0.0000,,,-887.96,-890.11,-890.11,-890.11,35340.05,否,中（改成20%）,弱（12%）,stop_loss,0.0000%,3.0,1644.37,否,,,0.168000,0.30%,0.96%,0.172500,2.99%,0.96%,0.170800,1.97%,0.96%,0.96%,0.96%,1.19%,,,1.6954,1.5202,1.1152,,,,
602,SPORTFUNUSDT,27.1,25.3,18.6,1.362,"$1,991,847","$1,667,149",1.195,0.0000,2026-02-23 02:00,0.044700,2026-02-23,2026-02-23 03:00:00,2026-02-23 03:00:00,1.71,0.044140,-1.25%,2026-02-23,2026-02-23 15:00:00,0.046920,12.0,-6.30%,0.9373,,0.9963,1.9336,0.0000,,,-295.16,-297.09,-297.09,-297.09,35042.96,否,中（改成20%）,弱（12%）,early_stop_loss_12h,0.0000%,3.0,1562.15,否,,,0.043700,-1.00%,2.65%,0.046920,6.30%,2.65%,0.045920,,2.65%,2.65%,2.65%,4.03%,,,1.7144,1.3607,1.2599,,,,
603,BOBUSDT,26.8,53.3,39.0,1.368,"$770,912","$1,256,477",0.614,0.0000,2026-02-25 08:00,0.007052,2026-02-25,2026-02-25 09:00:00,2026-02-25 09:00:00,1.66,0.006973,-1.12%,2026-02-28,2026-02-28 09:00:00,0.005192,72.0,25.54%,0.9284,,0.6913,1.6196,0.0000,,,1185.60,1183.98,1183.98,1183.98,36226.94,是,中（改成20%）,强（30%）,max_hold_time,0.0000%,3.0,1547.30,否,,,0.006856,-1.68%,4.19%,0.006219,-10.81%,12.06%,0.006015,-13.74%,16.38%,25.81%,26.00%,5.26%,,,1.6624,2.2404,0.7420,,,,
604,ZETAUSDT,17.8,12.1,10.4,1.156,"$1,082,029","$1,110,377",0.974,0.0000,2026-02-25 12:00,0.054730,2026-02-25,2026-02-25 13:00:00,2026-02-25 13:00:00,1.75,0.055310,1.06%,2026-02-28,2026-02-28 13:00:00,0.051250,72.0,7.34%,0.8820,,0.8172,1.6992,0.0000,,,323.70,322.00,322.00,322.00,36548.94,是,中（改成20%）,弱（12%）,max_hold_time,0.0000%,3.0,1469.93,否,,,0.054940,-0.67%,2.86%,0.053940,-2.48%,3.20%,0.053340,-3.15%,5.30%,14.23%,14.23%,2.82%,,,1.7450,1.6759,1.0412,,,,
605,SCRTUSDT,16.7,4.1,9.9,0.413,"$839,651","$929,753",0.903,0.0000,2026-02-25 02:00,0.082700,2026-02-25,2026-02-25 03:00:00,2026-02-25 03:00:00,2.26,0.082300,-0.48%,2026-02-28,2026-02-28 03:00:00,0.077800,72.0,5.47%,0.8379,,0.7920,1.6299,0.0000,,,229.06,227.43,227.43,227.43,36776.37,否,中（改成20%）,弱（12%）,max_hold_time,-0.0527%,3.0,1396.44,否,,,0.081600,-0.85%,2.67%,0.082200,-0.12%,2.67%,0.083300,1.22%,2.67%,7.05%,7.05%,0.73%,,,2.2552,2.2373,1.0080,,,,
606,NEWTUSDT,16.1,75.4,69.7,1.082,"$1,492,484","$1,569,774",0.951,0.0000,2026-02-25 00:00,0.066760,2026-02-25,2026-02-25 01:00:00,2026-02-25 01:00:00,1.79,0.067120,0.54%,2026-02-27,2026-02-27 09:00:00,0.079202,56.0,-18.00%,0.7960,,0.9392,1.7352,0.0000,,,-716.37,-718.11,-718.11,-718.11,36058.26,是,中（改成20%）,弱（12%）,stop_loss,0.0000%,3.0,1326.61,否,,,0.068950,2.73%,0.63%,0.066690,-0.64%,1.58%,0.068590,1.98%,1.58%,2.99%,2.99%,5.35%,,,1.7886,1.9967,0.8958,,,,
607,A2ZUSDT,70.4,16.4,25.8,0.635,"$1,161,089","$1,146,490",1.013,0.0000,2026-02-27 07:00,0.000793,2026-02-27,2026-02-27 08:00:00,2026-02-27 08:00:00,4.10,0.000802,1.13%,2026-03-01,2026-03-01 00:00:00,0.000811,40.0,-1.12%,0.8973,,0.9074,1.8047,0.0000,,,-50.35,-52.15,-52.15,-52.15,36006.11,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,1495.56,否,,,0.000811,1.12%,1.62%,0.000773,-3.62%,4.24%,0.000773,-3.62%,5.24%,7.86%,7.86%,3.87%,,,4.0994,4.4259,0.9262,,,,
608,ATHUSDT,65.9,28.9,31.8,0.911,"$3,556,743","$4,656,292",0.764,0.0000,2026-02-27 11:00,0.005789,2026-02-27,2026-02-27 12:00:00,2026-02-27 12:00:00,1.07,0.005862,1.26%,2026-03-01,2026-03-01 00:00:00,0.006031,36.0,-2.88%,0.8525,,0.8770,1.7295,0.0000,,,-122.88,-124.61,-124.61,-124.61,35881.50,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-1.2968%,3.0,1420.78,否,,,0.006059,3.36%,3.99%,0.005795,-1.14%,4.69%,0.005425,-7.45%,9.26%,9.26%,9.26%,8.70%,,,1.0734,1.0092,1.0636,,,,
609,PORTALUSDT,54.9,71.7,83.4,0.860,"$994,611","$1,569,695",0.634,0.0000,2026-02-27 18:00,0.013430,2026-02-27,2026-02-27 19:00:00,2026-02-27 19:00:00,2.30,0.013510,0.60%,2026-03-01,2026-03-01 00:00:00,0.012160,29.0,9.99%,0.8098,,0.7289,1.5388,0.0000,,,404.62,403.08,403.08,403.08,36284.58,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-1.1887%,3.0,1349.74,否,,,0.013420,-0.67%,3.03%,0.011970,-11.40%,12.58%,0.011770,-12.88%,16.43%,16.43%,16.43%,5.03%,,,2.3036,2.8197,0.8170,,,,
610,IDUSDT,49.9,166.6,168.2,0.990,"$1,568,439","$2,153,299",0.728,0.0000,2026-02-27 00:00,0.047520,2026-02-27,2026-02-27 01:00:00,2026-02-27 01:00:00,1.65,0.046990,-1.12%,2026-03-01,2026-03-01 00:00:00,0.043990,47.0,6.38%,0.7694,,0.7202,1.4896,0.0000,,,245.59,244.10,244.10,244.10,36528.68,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-1.0833%,3.0,1282.25,否,,,0.045950,-2.21%,2.72%,0.045160,-3.89%,4.81%,0.043830,-6.72%,7.83%,12.19%,12.19%,3.04%,,,1.6469,1.8694,0.8810,,,,
611,AIXBTUSDT,44.2,12.6,15.0,0.839,"$2,505,723","$3,442,609",0.728,0.0000,2026-02-27 11:00,0.024100,2026-02-27,2026-02-27 12:00:00,2026-02-27 12:00:00,1.37,0.023230,-3.61%,2026-03-01,2026-03-01 00:00:00,0.021690,36.0,6.63%,0.7309,,0.6824,1.4133,0.0000,,,242.27,240.85,240.85,240.85,36769.54,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.2835%,3.0,1218.14,否,,,0.022310,-3.96%,6.50%,0.021510,-7.40%,10.03%,0.020240,-12.87%,15.71%,15.71%,15.71%,4.35%,,,1.3669,1.7100,0.7994,,,,
612,TLMUSDT,32.6,72.4,54.6,1.327,"$680,737","$1,044,160",0.652,0.0000,2026-02-27 17:00,0.001748,2026-02-27,2026-02-27 18:00:00,2026-02-27 18:00:00,1.77,0.001744,-0.23%,2026-03-01,2026-03-01 00:00:00,0.001622,30.0,7.00%,0.6943,,0.6458,1.3401,0.0000,,,242.86,241.52,241.52,241.52,37011.06,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.9621%,3.0,1157.24,否,,,0.001651,-5.33%,6.77%,0.001647,-5.56%,6.94%,0.001582,-9.29%,11.75%,11.75%,11.75%,2.92%,,,1.7709,2.1201,0.8353,,,,
613,1000LUNCUSDT,24.4,8.4,8.1,1.045,"$4,935,313","$5,864,434",0.842,0.0000,2026-02-27 02:00,0.041070,2026-02-27,2026-02-27 03:00:00,2026-02-27 03:00:00,1.53,0.040780,-0.71%,2026-02-27,2026-02-27 05:00:00,0.048120,2.0,-18.00%,0.6596,,0.7784,1.4380,0.0000,,,-593.66,-595.10,-595.10,-595.10,36415.96,是,中（改成20%）,中（保持20%）,stop_loss,-0.0726%,3.0,1099.37,否,,,0.046030,12.87%,0.27%,0.040420,-0.88%,3.80%,0.042480,,3.80%,6.18%,0.27%,14.66%,,,1.5349,1.6089,0.9540,,,,
614,COOKIEUSDT,19.2,32.4,27.9,1.158,"$1,124,802","$1,286,945",0.874,0.0000,2026-02-27 11:00,0.018280,2026-02-27,2026-02-27 12:00:00,2026-02-27 12:00:00,2.58,0.018120,-0.88%,2026-03-01,2026-03-01 00:00:00,0.017950,36.0,0.94%,0.6418,,0.6358,1.2775,0.0000,,,30.11,28.83,28.83,28.83,36444.78,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.1167%,3.0,1069.62,否,,,0.018000,-0.66%,4.19%,0.017910,-1.16%,4.19%,0.016420,-9.38%,9.88%,9.88%,9.88%,0.99%,,,2.5829,2.7411,0.9423,,,,
615,FIOUSDT,535.6,509.6,639.4,0.797,"$1,067,975","$1,799,221",0.594,0.0000,2026-02-28 16:00,0.009610,2026-02-28,2026-02-28 17:00:00,2026-02-28 17:00:00,2.26,0.009360,-2.60%,2026-02-28,2026-02-28 22:00:00,0.011045,5.0,-18.00%,0.7941,,0.9370,1.7311,0.0000,,,-714.69,-716.42,-716.42,-716.42,35728.37,是,中（改成20%）,中（保持20%）,stop_loss,-1.4094%,3.0,1323.49,否,,,0.009220,-1.50%,3.74%,0.011510,22.97%,3.74%,0.010870,,3.74%,3.74%,3.74%,3.42%,,,2.2573,4.7904,0.4712,,,,
616,TRUTHUSDT,98.0,32.8,46.7,0.701,"$2,152,509","$3,180,528",0.677,0.0000,2026-02-28 11:00,0.011228,2026-02-28,2026-02-28 12:00:00,2026-02-28 12:00:00,0.85,0.011135,-0.83%,2026-03-01,2026-03-01 00:00:00,0.010570,12.0,5.07%,0.7726,,0.7334,1.5060,0.0000,,,196.01,194.51,194.51,194.51,35922.87,是,强（保持30%）,强（30%）,btc_yesterday_yang_flatten_open,0.3921%,3.0,1287.67,否,,,0.010307,-7.44%,10.18%,0.010557,-5.19%,10.18%,0.009799,,12.62%,17.09%,10.18%,1.98%,,,0.8481,1.2487,0.6792,,,,
617,SOPHUSDT,32.1,18.4,23.4,0.786,"$2,374,827","$3,132,992",0.758,0.0000,2026-02-28 02:00,0.009871,2026-02-28,2026-02-28 03:00:00,2026-02-28 03:00:00,2.02,0.009896,0.25%,2026-03-01,2026-03-01 00:00:00,0.009474,21.0,4.26%,0.7340,,0.7027,1.4366,0.0000,,,156.50,155.06,155.06,155.06,36077.93,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-3.1071%,3.0,1223.29,否,,,0.009625,-2.74%,3.16%,0.009262,-6.41%,10.78%,0.009455,,10.78%,11.69%,10.78%,3.74%,,,2.0166,2.1949,0.9188,,,,
618,BNTUSDT,19.2,13.7,10.0,1.371,"$1,064,504","$1,149,670",0.926,0.0000,2026-02-28 18:00,0.285000,2026-02-28,2026-02-28 19:00:00,2026-02-28 19:00:00,3.04,0.285200,0.07%,2026-03-01,2026-03-01 00:00:00,0.288100,5.0,-1.02%,0.6973,,0.7044,1.4016,0.0000,,,-35.45,-36.85,-36.85,-36.85,36041.08,是,中（改成20%）,中（保持20%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,1162.12,否,,,0.283900,-0.46%,1.96%,0.288800,1.26%,1.96%,0.284300,,1.96%,3.30%,1.96%,1.30%,,,3.0404,3.3346,0.9118,,,,
619,COSUSDT,19.0,8.1,7.6,1.066,"$734,359","$790,658",0.929,0.0000,2026-02-28 19:00,0.001035,2026-02-28,2026-02-28 20:00:00,2026-02-28 20:00:00,3.81,0.000982,-5.12%,2026-02-28,2026-02-28 22:00:00,0.001159,2.0,-18.00%,1.0812,,1.2759,2.3571,0.0000,,,-973.11,-975.47,-975.47,-975.47,35065.61,是,中（改成20%）,中（保持20%）,stop_loss,0.0000%,3.0,1802.05,否,,,0.000976,-0.61%,1.73%,0.001183,20.47%,1.73%,0.001077,,1.73%,1.73%,1.73%,5.91%,,,3.8100,4.4377,0.8586,,,,
620,PENDLEUSDT,18.8,32.2,33.1,0.972,"$9,495,559","$10,064,583",0.943,0.0000,2026-02-28 00:00,1.272100,2026-02-28,2026-02-28 01:00:00,2026-02-28 01:00:00,1.20,1.273900,0.14%,2026-03-03,2026-03-03 00:00:00,1.317100,71.0,-3.39%,1.0520,,1.0876,2.1396,0.0000,,,-178.37,-180.51,-180.51,-180.51,34885.11,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.1114%,3.0,1753.28,否,,,1.262100,-0.93%,1.40%,1.185600,-6.93%,8.16%,1.289800,1.25%,8.16%,8.16%,8.16%,0.20%,,,1.1964,1.2805,0.9343,,,,
621,NOMUSDT,18.0,26.8,23.2,1.156,"$2,363,234","$2,690,188",0.878,0.0000,2026-02-27 06:00,0.003978,2026-02-27,2026-02-27 07:00:00,2026-02-27 07:00:00,0.62,0.003959,-0.48%,2026-02-28,2026-02-28 06:00:00,0.003524,23.0,11.00%,0.9994,,0.8894,1.8888,0.0000,,,549.65,547.76,547.76,547.76,35432.87,否,中（改成20%）,弱（12%）,take_profit,0.0000%,3.0,1665.62,否,,,0.003973,0.35%,3.66%,0.003812,-3.71%,4.02%,0.003484,,12.50%,15.38%,12.50%,1.87%,,11.0%,0.6221,0.6273,0.9917,,,,
622,0GUSDT,17.9,48.8,44.0,1.111,"$12,626,352","$12,635,747",0.999,0.0000,2026-02-28 06:00,0.606400,2026-02-28,2026-02-28 07:00:00,2026-02-28 07:00:00,0.64,0.612600,1.02%,2026-03-03,2026-03-03 00:00:00,0.621500,65.0,-1.45%,0.9494,,0.9632,1.9126,0.0000,,,-68.97,-70.88,-70.88,-70.88,35361.99,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.1732%,3.0,1582.34,否,,,0.597900,-2.40%,2.86%,0.630400,2.91%,4.49%,0.646000,5.45%,4.49%,4.49%,4.49%,0.54%,,,0.6431,0.6375,1.0088,,,,
623,MEGAUSDT,17.7,16.7,19.4,0.863,"$2,390,248","$2,338,210",1.022,0.0000,2026-02-28 05:00,0.128710,2026-02-28,2026-02-28 06:00:00,2026-02-28 06:00:00,0.78,0.129790,0.84%,2026-03-03,2026-03-03 00:00:00,0.133350,66.0,-2.74%,0.9019,,0.9267,1.8286,0.0000,,,-123.70,-125.52,-125.52,-125.52,35236.47,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,1503.22,否,,,0.129380,-0.32%,1.16%,0.130760,0.75%,1.16%,0.132740,2.27%,1.16%,1.16%,1.16%,1.51%,,,0.7841,0.7989,0.9815,,,,
624,RAREUSDT,16.5,13.8,17.2,0.805,"$1,853,268","$1,861,117",0.996,0.0000,2026-02-27 20:00,0.018550,2026-02-27,2026-02-27 21:00:00,2026-02-27 21:00:00,1.82,0.018400,-0.81%,2026-02-28,2026-02-28 13:00:00,0.016376,16.0,11.00%,0.8568,,0.7626,1.6194,0.0000,,,471.26,469.64,469.64,469.64,35706.11,否,中（改成20%）,弱（12%）,take_profit,0.0000%,3.0,1428.06,否,,,0.018420,0.11%,1.68%,0.016780,-8.80%,9.24%,0.016160,,21.41%,21.41%,12.01%,0.82%,,11.0%,1.8217,1.9727,0.9235,,,,
625,SPKUSDT,15.6,33.7,77.1,0.437,"$3,092,241","$2,838,104",1.090,0.0000,2026-02-28 06:00,0.019270,2026-02-28,2026-02-28 07:00:00,2026-02-28 07:00:00,1.24,0.019370,0.52%,2026-03-03,2026-03-03 00:00:00,0.019810,65.0,-2.27%,0.8140,,0.8325,1.6465,0.0000,,,-92.45,-94.10,-94.10,-94.10,35612.01,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.1565%,3.0,1356.66,否,,,0.018840,-2.74%,3.67%,0.018930,-2.27%,7.07%,0.019540,0.88%,7.07%,7.07%,7.07%,0.67%,,,1.2381,1.1820,1.0475,,,,
626,TAIKOUSDT,15.5,8.7,12.5,0.693,"$551,871","$569,384",0.969,0.0000,2026-02-28 00:00,0.125900,2026-02-28,2026-02-28 01:00:00,2026-02-28 01:00:00,1.74,0.125700,-0.16%,2026-03-03,2026-03-03 00:00:00,0.123900,71.0,1.43%,0.7733,,0.7622,1.5355,0.0000,,,55.37,53.83,53.83,53.83,35665.84,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.1120%,3.0,1288.82,否,,,0.124300,-1.11%,1.67%,0.116700,-7.16%,7.88%,0.122800,-2.31%,7.88%,7.88%,7.88%,2.86%,,,1.7420,1.7655,0.9867,,,,
627,KNCUSDT,230.3,300.2,257.8,1.165,"$1,314,106","$2,589,060",0.508,0.0000,2026-03-02 00:00,0.156300,2026-03-02,2026-03-02 01:00:00,2026-03-02 01:00:00,1.40,0.157900,1.02%,2026-03-03,2026-03-03 00:00:00,0.146300,23.0,7.35%,0.8580,,0.7949,1.6529,0.0000,,,315.15,313.49,313.49,313.49,35979.34,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-2.9276%,3.0,1429.94,否,,,0.159900,1.27%,1.84%,0.147500,-6.59%,7.28%,0.142800,,10.39%,13.68%,8.11%,6.90%,,,1.4033,2.1230,0.6610,,,,
628,KAVAUSDT,122.7,11.5,14.4,0.798,"$1,731,482","$4,308,518",0.402,0.0000,2026-03-02 07:00,0.061200,2026-03-02,2026-03-02 08:00:00,2026-03-02 08:00:00,1.01,0.062100,1.47%,2026-03-03,2026-03-03 00:00:00,0.056200,16.0,9.50%,0.8151,,0.7376,1.5527,0.0000,,,387.19,385.64,385.64,385.64,36364.97,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-4.2072%,3.0,1358.44,否,,,0.060500,-2.58%,4.19%,0.057000,-8.21%,9.18%,0.053500,,15.94%,17.07%,10.63%,3.54%,,,1.0105,1.8145,0.5569,,,,
629,TRUUSDT,55.1,19.1,24.5,0.779,"$1,513,010","$2,338,770",0.647,0.0000,2026-03-02 16:00,0.005865,2026-03-02,2026-03-02 17:00:00,2026-03-02 17:00:00,2.88,0.005808,-0.97%,2026-03-03,2026-03-03 00:00:00,0.005073,7.0,12.65%,0.7743,,0.6763,1.4506,0.0000,,,489.94,488.49,488.49,488.49,36853.46,是,中（改成20%）,中（保持20%）,btc_yesterday_yang_flatten_open,-0.6551%,3.0,1290.52,否,,,0.005620,-3.24%,5.94%,0.005091,-12.35%,13.65%,0.005106,,15.38%,15.38%,13.02%,1.38%,,,2.8850,4.3533,0.6627,,,,
630,ICXUSDT,52.9,64.2,54.7,1.174,"$1,225,363","$1,354,666",0.905,0.0000,2026-03-02 07:00,0.036700,2026-03-02,2026-03-02 08:00:00,2026-03-02 08:00:00,2.02,0.036600,-0.27%,2026-03-03,2026-03-03 00:00:00,0.036300,16.0,0.82%,0.7356,,0.7296,1.4652,0.0000,,,30.15,28.68,28.68,28.68,36882.15,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,1225.99,否,,,0.035400,-3.28%,3.55%,0.036700,0.27%,4.64%,0.035800,,4.64%,5.74%,4.64%,0.82%,,,2.0230,2.1348,0.9476,,,,
631,IMXUSDT,49.8,64.6,62.0,1.042,"$3,338,527","$3,692,508",0.904,0.0000,2026-03-02 00:00,0.165000,2026-03-02,2026-03-02 01:00:00,2026-03-02 01:00:00,1.40,0.165700,0.42%,2026-03-03,2026-03-03 00:00:00,0.164700,23.0,0.60%,0.6988,,0.6946,1.3934,0.0000,,,21.09,19.69,19.69,19.69,36901.84,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.3014%,3.0,1164.69,否,,,0.167800,1.27%,0.42%,0.162700,-1.81%,2.47%,0.162900,,2.60%,6.58%,2.60%,3.20%,,,1.4015,1.3918,1.0070,,,,
632,CRCLUSDT,35.4,16.0,13.7,1.171,"$4,789,704","$6,033,722",0.794,0.0000,2026-03-02 14:00,92.370000,2026-03-02,2026-03-02 15:00:00,2026-03-02 15:00:00,0.71,92.980000,0.66%,2026-03-05,2026-03-05 00:00:00,104.830000,57.0,-12.74%,1.1071,,1.2481,2.3552,0.0000,,,-705.45,-707.81,-707.81,-707.81,36194.03,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0581%,3.0,1845.09,否,,,93.840000,0.92%,1.19%,94.820000,1.98%,1.19%,93.260000,0.30%,3.45%,3.45%,3.45%,2.75%,,,0.7135,0.8965,0.7959,,,,
